"","Product_Code","Warehouse","Product_Category","Date","Order_Demand"
"16406","Product_0961","Whse_J","Category_005","2015/7/10",100
"16407","Product_1290","Whse_J","Category_019","2015/6/5",1000
"16408","Product_1381","Whse_J","Category_019","2016/4/27",200
"16409","Product_0004","Whse_J","Category_005","2016/12/14",200
"16410","Product_2037","Whse_J","Category_011","2013/11/22",2
"16411","Product_0412","Whse_C","Category_007","2015/9/15",100
"16412","Product_1233","Whse_J","Category_019","2013/12/11",1000
"16413","Product_0089","Whse_J","Category_019","2014/1/16",1000
"16414","Product_0154","Whse_S","Category_021","2013/11/21",500
"16415","Product_1293","Whse_A","Category_019","2015/9/7",0
"16416","Product_0981","Whse_A","Category_028","2013/4/5",1550
"16417","Product_1997","Whse_J","Category_005","2016/9/12",1000
"16418","Product_0273","Whse_A","Category_021","2013/12/11",100
"16419","Product_0417","Whse_A","Category_019",NA,NA
"16420","Product_1452","Whse_J","Category_019","2014/12/2",200
"16421","Product_1360","Whse_J","Category_019","2015/12/3",3000
"16422","Product_0232","Whse_J","Category_007","2013/11/19",10
"16423","Product_0608","Whse_J","Category_001","2013/7/8",1
"16424","Product_1156","Whse_J","Category_006","2016/5/2",150000
"16425","Product_0206","Whse_A","Category_007","2013/5/6",50
"16426","Product_1226","Whse_J","Category_019","2015/5/8",400
"16427","Product_0209","Whse_A","Category_007","2012/2/1",150
"16428","Product_0985","Whse_A","Category_028","2016/2/5",0
"16429","Product_1377","Whse_J","Category_019","2015/6/8",25000
"16430","Product_1496","Whse_A","Category_019","2012/5/24",200
"16431","Product_0033","Whse_J","Category_005","2014/11/4",10000
"16432","Product_1560","Whse_A","Category_019","2013/10/28",0
"16433","Product_0087","Whse_J","Category_019","2015/12/15",300
"16434","Product_2072","Whse_A","Category_009","2015/4/14",500
"16435","Product_0631","Whse_J","Category_001","2014/4/11",1
"16436","Product_0642","Whse_J","Category_019","2012/3/28",2
"16437","Product_1224","Whse_J","Category_019","2015/7/2",3000
"16438","Product_0986","Whse_J","Category_028","2013/10/28",200
"16439","Product_1250","Whse_J","Category_019","2015/10/30",500
"16440","Product_1075","Whse_S","Category_020","2013/10/1",160
"16441","Product_1241","Whse_S","Category_019","2014/3/18",75000
"16442","Product_0412","Whse_S","Category_007","2013/3/6",2
"16443","Product_0693","Whse_J","Category_001","2014/12/19",4
"16444","Product_0266","Whse_J","Category_001","2012/10/30",1
"16445","Product_1241","Whse_J","Category_019","2014/1/28",3000
"16446","Product_1226","Whse_J","Category_019","2016/6/6",500
"16447","Product_1403","Whse_J","Category_019","2015/4/3",2000
"16448","Product_1360","Whse_J","Category_019","2013/2/14",50000
"16449","Product_1216","Whse_J","Category_019","2012/10/18",5000
"16450","Product_1297","Whse_J","Category_019","2012/7/12",1000
"16451","Product_1312","Whse_J","Category_019","2012/10/9",100
"16452","Product_0620","Whse_J","Category_001","2015/7/9",1
"16453","Product_1312","Whse_S","Category_019","2014/4/23",200
"16454","Product_0933","Whse_J","Category_006","2016/4/25",35000
"16455","Product_0223","Whse_J","Category_007","2013/3/11",20
"16456","Product_0936","Whse_J","Category_006","2014/2/19",15000
"16457","Product_0517","Whse_S","Category_022","2012/9/23",40
"16458","Product_0621","Whse_J","Category_001","2016/7/19",5
"16459","Product_2010","Whse_J","Category_005","2012/6/15",600
"16460","Product_1248","Whse_J","Category_019","2015/10/16",50000
"16461","Product_0981","Whse_J","Category_028","2016/12/1",150
"16462","Product_1764","Whse_J","Category_001","2015/6/4",2
"16463","Product_0058","Whse_J","Category_019","2013/8/19",1
"16464","Product_1679","Whse_J","Category_021","2012/9/4",1
"16465","Product_0471","Whse_A","Category_015","2012/10/17",2
"16466","Product_1191","Whse_J","Category_019","2015/8/28",250
"16467","Product_1496","Whse_A","Category_019","2012/2/7",0
"16468","Product_1153","Whse_J","Category_006","2013/12/17",10000
"16469","Product_0267","Whse_J","Category_001","2012/1/19",1
"16470","Product_0642","Whse_A","Category_019","2013/9/27",0
"16471","Product_1629","Whse_A","Category_019","2013/2/12",3000
"16472","Product_0802","Whse_J","Category_001","2013/4/17",1
"16473","Product_0128","Whse_J","Category_019","2016/5/20",1000
"16474","Product_0668","Whse_J","Category_011","2012/12/17",10
"16475","Product_1519","Whse_J","Category_019","2016/12/6",400
"16476","Product_0524","Whse_S","Category_022","2015/5/6",9
"16477","Product_0409","Whse_J","Category_019","2013/3/7",3
"16478","Product_0407","Whse_J","Category_019","2016/6/9",125
"16479","Product_1248","Whse_J","Category_019","2015/3/3",50000
"16480","Product_0704","Whse_J","Category_001","2014/5/12",5
"16481","Product_2037","Whse_J","Category_011","2013/5/27",57
"16482","Product_1970","Whse_J","Category_005","2012/5/25",5000
"16483","Product_1416","Whse_J","Category_019","2012/12/7",100
"16484","Product_1456","Whse_J","Category_019","2014/8/8",5000
"16485","Product_1241","Whse_J","Category_019","2014/8/1",3000
"16486","Product_1073","Whse_S","Category_020","2015/11/26",700
"16487","Product_1387","Whse_J","Category_019","2012/6/15",3000
"16488","Product_1410","Whse_A","Category_019","2014/1/10",600
"16489","Product_0608","Whse_J","Category_001","2015/4/6",1
"16490","Product_1382","Whse_J","Category_019","2014/4/16",5000
"16491","Product_0058","Whse_J","Category_019","2014/5/29",1
"16492","Product_1679","Whse_J","Category_021","2013/1/16",5
"16493","Product_1666","Whse_J","Category_026","2014/3/19",6
"16494","Product_1886","Whse_J","Category_007","2014/11/27",40000
"16495","Product_1981","Whse_J","Category_005","2015/3/16",800
"16496","Product_1134","Whse_J","Category_005","2014/4/30",2800
"16497","Product_0177","Whse_J","Category_021","2012/7/2",100
"16498","Product_1492","Whse_J","Category_019","2016/3/10",200
"16499","Product_1248","Whse_J","Category_019","2016/11/25",1000
"16500","Product_1378","Whse_J","Category_019","2013/5/30",400
"16501","Product_0115","Whse_S","Category_032","2012/4/17",240
"16502","Product_1271","Whse_J","Category_019","2015/11/27",3000
"16503","Product_1368","Whse_A","Category_019","2013/7/23",0
"16504","Product_1294","Whse_J","Category_019","2015/9/30",0
"16505","Product_1635","Whse_J","Category_019","2014/9/24",100
"16506","Product_1452","Whse_J","Category_019","2016/5/6",40000
"16507","Product_0782","Whse_J","Category_001","2015/11/24",10
"16508","Product_1886","Whse_J","Category_007","2015/10/16",100
"16509","Product_1986","Whse_J","Category_005","2014/11/13",900
"16510","Product_1402","Whse_A","Category_019","2013/11/1",1000
"16511","Product_0684","Whse_J","Category_011","2012/9/7",290
"16512","Product_0789","Whse_J","Category_001","2015/4/6",10
"16513","Product_1360","Whse_J","Category_019","2012/2/21",15000
"16514","Product_1470","Whse_J","Category_019","2014/2/20",300
"16515","Product_1017","Whse_J","Category_007","2012/8/6",50
"16516","Product_0250","Whse_J","Category_007","2013/5/21",16
"16517","Product_0031","Whse_J","Category_005","2015/5/29",1000
"16518","Product_1242","Whse_J","Category_019","2015/6/18",2000
"16519","Product_1420","Whse_A","Category_019",NA,900
"16520","Product_1378","Whse_J","Category_019","2015/11/16",40000
"16521","Product_1419","Whse_A","Category_019",NA,NA
"16522","Product_0306","Whse_J","Category_024","2013/5/16",25
"16523","Product_1020","Whse_J","Category_008","2016/1/14",120
"16524","Product_0018","Whse_J","Category_005","2016/3/16",1000
"16525","Product_0621","Whse_J","Category_001","2016/4/12",1
"16526","Product_0625","Whse_J","Category_001","2015/3/3",1
"16527","Product_1269","Whse_J","Category_019","2013/2/15",30000
"16528","Product_1195","Whse_J","Category_019","2016/7/12",1000
"16529","Product_1263","Whse_S","Category_019","2012/11/14",30000
"16530","Product_0016","Whse_J","Category_005","2015/9/2",2000
"16531","Product_0308","Whse_J","Category_024","2014/1/8",4
"16532","Product_0654","Whse_J","Category_011","2015/9/18",20
"16533","Product_1422","Whse_A","Category_019","2013/10/26",0
"16534","Product_1316","Whse_J","Category_019","2014/3/13",500
"16535","Product_1377","Whse_J","Category_019","2013/7/16",5000
"16536","Product_0503","Whse_J","Category_015","2015/12/25",9
"16537","Product_1360","Whse_J","Category_019","2015/1/14",2000
"16538","Product_0620","Whse_J","Category_001","2012/3/28",5
"16539","Product_0997","Whse_A","Category_028","2016/11/30",1000
"16540","Product_1161","Whse_J","Category_006","2012/11/7",5000
"16541","Product_0937","Whse_A","Category_006","2012/2/20",4000
"16542","Product_1294","Whse_J","Category_019","2014/2/17",20000
"16543","Product_1429","Whse_A","Category_019","2014/7/22",500
"16544","Product_1735","Whse_S","Category_030","2015/11/26",500
"16545","Product_0508","Whse_J","Category_015","2014/2/14",2
"16546","Product_0349","Whse_A","Category_021","2013/4/11",2
"16547","Product_1007","Whse_S","Category_006","2012/1/3",500
"16548","Product_0155","Whse_S","Category_021","2012/4/25",500
"16549","Product_0188","Whse_J","Category_007","2016/3/11",1
"16550","Product_1452","Whse_J","Category_019","2013/6/21",5000
"16551","Product_1480","Whse_C","Category_019","2012/4/18",70000
"16552","Product_2010","Whse_J","Category_005","2014/8/7",1000
"16553","Product_1440","Whse_J","Category_019","2016/5/31",2000
"16554","Product_1403","Whse_S","Category_019","2014/12/2",70000
"16555","Product_1359","Whse_J","Category_019","2014/6/12",1000
"16556","Product_1285","Whse_J","Category_019","2014/6/18",1000
"16557","Product_1424","Whse_A","Category_019","2012/1/6",0
"16558","Product_0985","Whse_A","Category_028","2014/2/18",5000
"16559","Product_2148","Whse_J","Category_011","2012/2/1",300
"16560","Product_1886","Whse_J","Category_007","2015/3/24",100
"16561","Product_1630","Whse_A","Category_019","2014/2/7",100
"16562","Product_0191","Whse_C","Category_007","2016/3/8",120
"16563","Product_0677","Whse_J","Category_011","2016/12/9",200
"16564","Product_0905","Whse_J","Category_023","2014/10/16",300
"16565","Product_1023","Whse_J","Category_007","2012/11/7",5000
"16566","Product_2141","Whse_S","Category_009","2012/2/16",160
"16567","Product_0408","Whse_J","Category_019","2013/9/24",500
"16568","Product_1419","Whse_A","Category_019","2015/4/15",100
"16569","Product_1469","Whse_J","Category_019","2014/10/29",1000
"16570","Product_1289","Whse_J","Category_019","2015/5/12",NA
"16571","Product_1763","Whse_J","Category_001","2015/1/13",4
"16572","Product_1984","Whse_J","Category_005","2012/11/14",300
"16573","Product_0620","Whse_J","Category_001","2013/7/1",2
"16574","Product_1973","Whse_J","Category_005","2013/1/18",100
"16575","Product_1248","Whse_J","Category_019","2014/1/31",20000
"16576","Product_1458","Whse_J","Category_019","2016/7/12",2000
"16577","Product_1429","Whse_J","Category_019","2012/1/31",100
"16578","Product_1382","Whse_J","Category_019","2012/1/17",2300
"16579","Product_1451","Whse_J","Category_019","2015/3/18",30000
"16580","Product_0248","Whse_J","Category_007","2016/1/20",NA
"16581","Product_1380","Whse_J","Category_019","2014/3/3",500
"16582","Product_0365","Whse_J","Category_007","2013/11/13",1
"16583","Product_0353","Whse_S","Category_021","2012/5/2",30
"16584","Product_2127","Whse_S","Category_009","2014/7/10",1
"16585","Product_0387","Whse_S","Category_030","2013/4/18",10000
"16586","Product_1367","Whse_J","Category_019","2012/1/11",1000
"16587","Product_1590","Whse_S","Category_030","2014/12/25",100
"16588","Product_0408","Whse_J","Category_019","2013/6/6",1500
"16589","Product_0036","Whse_J","Category_005","2013/6/20",500
"16590","Product_1312","Whse_J","Category_019","2014/1/15",700
"16591","Product_1635","Whse_J","Category_019","2014/7/31",100
"16592","Product_1222","Whse_J","Category_019","2015/4/9",3000
"16593","Product_0546","Whse_J","Category_013","2012/4/6",15
"16594","Product_1457","Whse_J","Category_019","2015/8/21",NA
"16595","Product_1839","Whse_J","Category_006","2014/5/8",4000
"16596","Product_1368","Whse_J","Category_019","2016/8/31",500
"16597","Product_1403","Whse_J","Category_019","2013/10/2",3000
"16598","Product_1287","Whse_J","Category_019","2015/2/10",3000
"16599","Product_1080","Whse_S","Category_020","2014/5/21",150
"16600","Product_0317","Whse_J","Category_011","2013/3/4",1
"16601","Product_1478","Whse_A","Category_019","2013/1/18",900
"16602","Product_1492","Whse_J","Category_019","2016/4/14",4000
"16603","Product_1460","Whse_J","Category_019","2016/11/2",150
"16604","Product_1621","Whse_J","Category_019","2015/11/4",100
"16605","Product_1281","Whse_J","Category_019","2012/2/6",2000
"16606","Product_0202","Whse_A","Category_007","2015/8/12",300
"16607","Product_0250","Whse_J","Category_007","2014/12/12",6
"16608","Product_1378","Whse_J","Category_019","2012/10/31",5000
"16609","Product_1554","Whse_J","Category_019","2013/11/18",20000
"16610","Product_2024","Whse_J","Category_005","2016/11/2",100
"16611","Product_0613","Whse_J","Category_001","2013/2/25",2
"16612","Product_1513","Whse_A","Category_019","2012/8/31",0
"16613","Product_1453","Whse_J","Category_019","2015/8/7",10000
"16614","Product_0985","Whse_A","Category_028","2015/9/17",0
"16615","Product_0628","Whse_J","Category_001","2016/10/24",4
"16616","Product_1969","Whse_J","Category_005","2016/6/9",500
"16617","Product_1294","Whse_J","Category_019","2015/6/23",10000
"16618","Product_1423","Whse_A","Category_019",NA,NA
"16619","Product_0453","Whse_J","Category_015","2016/2/18",1
"16620","Product_1445","Whse_A","Category_019","2013/10/28",0
"16621","Product_1458","Whse_J","Category_019","2016/2/16",2000
"16622","Product_0984","Whse_S","Category_028","2013/2/7",500
"16623","Product_1286","Whse_J","Category_019","2014/9/29",400
"16624","Product_1360","Whse_J","Category_019","2013/9/24",5000
"16625","Product_0670","Whse_C","Category_011","2012/9/5",13
"16626","Product_1295","Whse_J","Category_019","2013/2/7",20000
"16627","Product_0608","Whse_J","Category_001","2015/5/13",1
"16628","Product_0162","Whse_S","Category_021","2012/3/20",8
"16629","Product_0249","Whse_J","Category_007","2014/10/17",8
"16630","Product_1263","Whse_C","Category_019","2014/3/7",28000
"16631","Product_0993","Whse_J","Category_028","2016/10/26",100
"16632","Product_0620","Whse_J","Category_001","2016/6/7",10
"16633","Product_0968","Whse_J","Category_028","2012/10/30",700
"16634","Product_1342","Whse_S","Category_019","2013/7/11",5000
"16635","Product_0816","Whse_J","Category_001","2014/4/2",10
"16636","Product_1359","Whse_J","Category_019","2015/3/3",25000
"16637","Product_1377","Whse_J","Category_019","2015/5/11",20000
"16638","Product_1262","Whse_J","Category_019","2012/2/13",100
"16639","Product_1460","Whse_J","Category_019","2012/7/13",100
"16640","Product_1938","Whse_J","Category_001","2013/12/3",15
"16641","Product_2014","Whse_J","Category_019","2015/12/10",100
"16642","Product_1675","Whse_J","Category_021","2016/10/19",13
"16643","Product_2023","Whse_J","Category_005","2013/2/13",100
"16644","Product_1295","Whse_J","Category_019","2012/6/28",10000
"16645","Product_1361","Whse_J","Category_033","2016/12/2",20000
"16646","Product_1286","Whse_J","Category_019","2015/3/4",10000
"16647","Product_1304","Whse_J","Category_019","2013/11/19",500
"16648","Product_1422","Whse_A","Category_019","2013/10/28",0
"16649","Product_1466","Whse_J","Category_019","2013/7/3",10000
"16650","Product_1766","Whse_J","Category_005","2014/9/30",1000
"16651","Product_0019","Whse_J","Category_005","2012/7/2",200
"16652","Product_0827","Whse_J","Category_008","2014/6/25",7
"16653","Product_2142","Whse_S","Category_009","2012/12/12",2
"16654","Product_0980","Whse_A","Category_028","2013/5/3",100
"16655","Product_1430","Whse_J","Category_019","2014/1/14",9000
"16656","Product_1287","Whse_J","Category_019","2016/2/8",10000
"16657","Product_1248","Whse_J","Category_019","2015/3/2",150000
"16658","Product_1430","Whse_J","Category_019","2015/10/1",500
"16659","Product_1553","Whse_A","Category_019",NA,NA
"16660","Product_1554","Whse_J","Category_019","2015/11/25",5000
"16661","Product_1284","Whse_A","Category_019","2012/4/30",0
"16662","Product_1898","Whse_A","Category_024","2015/7/29",13
"16663","Product_1469","Whse_J","Category_019","2015/2/24",300
"16664","Product_1359","Whse_J","Category_019","2015/11/10",100000
"16665","Product_1245","Whse_S","Category_019","2012/5/8",20000
"16666","Product_1034","Whse_J","Category_028","2012/11/14",100
"16667","Product_0349","Whse_A","Category_021","2013/10/28",0
"16668","Product_1356","Whse_S","Category_019","2016/7/28",1000
"16669","Product_2168","Whse_J","Category_024","2012/8/28",9
"16670","Product_0785","Whse_J","Category_001","2012/6/4",5
"16671","Product_1342","Whse_S","Category_019","2012/4/3",20000
"16672","Product_0512","Whse_J","Category_022","2012/3/9",72
"16673","Product_2034","Whse_J","Category_006","2014/12/22",50000
"16674","Product_0372","Whse_S","Category_025","2013/12/10",3000
"16675","Product_0021","Whse_C","Category_005","2015/10/21",500
"16676","Product_1675","Whse_J","Category_021","2015/5/19",3
"16677","Product_1675","Whse_J","Category_021","2016/12/1",49
"16678","Product_0225","Whse_A","Category_007","2014/7/11",20
"16679","Product_0439","Whse_C","Category_012","2015/1/27",72
"16680","Product_1410","Whse_J","Category_019","2012/11/1",1000
"16681","Product_1274","Whse_J","Category_019","2013/6/7",1000
"16682","Product_0981","Whse_J","Category_028","2013/12/2",200
"16683","Product_1452","Whse_J","Category_019","2013/9/17",15000
"16684","Product_1705","Whse_A","Category_026","2016/8/12",4
"16685","Product_1458","Whse_J","Category_019","2014/9/4",2000
"16686","Product_1017","Whse_J","Category_007","2014/3/11",50
"16687","Product_2006","Whse_J","Category_005","2016/5/11",100
"16688","Product_0924","Whse_S","Category_023","2015/3/17",50
"16689","Product_0099","Whse_J","Category_019","2015/4/3",2000
"16690","Product_1454","Whse_J","Category_019","2012/1/24",100
"16691","Product_0356","Whse_J","Category_005","2012/2/22",2000
"16692","Product_0613","Whse_J","Category_001","2014/7/3",2
"16693","Product_0973","Whse_J","Category_028","2014/1/6",300
"16694","Product_1970","Whse_J","Category_005","2016/5/16",2000
"16695","Product_0216","Whse_J","Category_007","2013/10/22",30
"16696","Product_0620","Whse_J","Category_001","2014/11/19",2
"16697","Product_1757","Whse_J","Category_001","2013/9/12",2
"16698","Product_1578","Whse_J","Category_019","2013/3/28",30000
"16699","Product_1359","Whse_J","Category_019","2015/1/7",10000
"16700","Product_0620","Whse_J","Category_001","2012/5/21",20
"16701","Product_1241","Whse_J","Category_019","2015/7/15",5000
"16702","Product_0410","Whse_J","Category_019","2013/2/15",4
"16703","Product_1213","Whse_J","Category_019","2015/4/10",1500
"16704","Product_0308","Whse_A","Category_024","2014/5/8",50
"16705","Product_1377","Whse_J","Category_019","2013/11/18",10000
"16706","Product_0049","Whse_J","Category_005","2012/2/8",100
"16707","Product_0779","Whse_J","Category_001","2013/3/7",5
"16708","Product_1017","Whse_J","Category_007","2015/9/4",200
"16709","Product_1970","Whse_J","Category_005","2014/7/9",1000
"16710","Product_1463","Whse_J","Category_019","2014/3/28",8000
"16711","Product_0981","Whse_A","Category_028","2014/6/13",150
"16712","Product_0689","Whse_J","Category_011","2015/11/26",400
"16713","Product_1839","Whse_J","Category_006","2015/9/15",2000
"16714","Product_1570","Whse_S","Category_019","2013/6/24",50000
"16715","Product_1549","Whse_S","Category_019","2013/9/24",500
"16716","Product_1421","Whse_A","Category_019","2015/10/28",0
"16717","Product_0032","Whse_J","Category_005","2015/7/13",100
"16718","Product_0463","Whse_J","Category_015","2015/8/26",100
"16719","Product_0215","Whse_S","Category_007","2015/3/23",1000
"16720","Product_0404","Whse_S","Category_001","2013/1/3",50
"16721","Product_1394","Whse_J","Category_019","2014/12/10",8000
"16722","Product_1767","Whse_J","Category_001","2013/6/6",2
"16723","Product_0350","Whse_J","Category_021","2015/7/1",3
"16724","Product_0987","Whse_A","Category_028","2012/6/29",50
"16725","Product_0322","Whse_J","Category_007","2012/9/13",1
"16726","Product_1464","Whse_J","Category_019","2016/9/2",1000
"16727","Product_0839","Whse_J","Category_021","2014/12/17",3
"16728","Product_1382","Whse_J","Category_019","2015/6/5",5000
"16729","Product_1262","Whse_J","Category_019","2015/1/13",1000
"16730","Product_1175","Whse_J","Category_026","2012/12/7",20
"16731","Product_1295","Whse_J","Category_019","2013/9/5",10000
"16732","Product_1359","Whse_J","Category_019","2014/8/28",5000
"16733","Product_1092","Whse_S","Category_024","2013/8/6",8
"16734","Product_0005","Whse_J","Category_005","2012/11/8",100
"16735","Product_0225","Whse_A","Category_007","2016/7/13",50
"16736","Product_0756","Whse_J","Category_001","2016/10/28",25
"16737","Product_1168","Whse_J","Category_007","2016/4/13",1
"16738","Product_0202","Whse_C","Category_007","2015/3/12",1000
"16739","Product_1548","Whse_A","Category_019","2014/8/11",2000
"16740","Product_0374","Whse_C","Category_030","2014/11/26",1000
"16741","Product_0263","Whse_J","Category_001","2014/12/10",2
"16742","Product_1356","Whse_C","Category_019","2013/10/21",3000
"16743","Product_1570","Whse_J","Category_019","2013/6/28",20000
"16744","Product_1828","Whse_A","Category_018","2013/4/11",10
"16745","Product_0074","Whse_J","Category_019","2013/2/12",5000
"16746","Product_0281","Whse_J","Category_021","2013/9/30",340
"16747","Product_0956","Whse_J","Category_028","2014/7/4",3
"16748","Product_2167","Whse_J","Category_024","2015/2/6",200
"16749","Product_0797","Whse_J","Category_001","2012/11/29",2
"16750","Product_1382","Whse_J","Category_019","2014/1/9",5000
"16751","Product_0083","Whse_J","Category_019","2012/6/29",5000
"16752","Product_0941","Whse_J","Category_005","2012/11/7",1000
"16753","Product_1456","Whse_J","Category_019","2015/5/7",500
"16754","Product_1817","Whse_S","Category_006","2012/6/6",20000
"16755","Product_1548","Whse_A","Category_019","2014/11/13",0
"16756","Product_0935","Whse_J","Category_006","2012/11/16",1000
"16757","Product_0228","Whse_A","Category_007","2015/11/25",500
"16758","Product_1439","Whse_J","Category_019","2014/10/3",1000
"16759","Product_0114","Whse_J","Category_006","2016/8/5",50
"16760","Product_0642","Whse_S","Category_019","2015/3/2",20
"16761","Product_0322","Whse_J","Category_007","2012/6/11",1
"16762","Product_0058","Whse_J","Category_019","2014/2/13",2
"16763","Product_2054","Whse_A","Category_021","2015/11/13",4
"16764","Product_1676","Whse_A","Category_021","2012/5/14",1
"16765","Product_0664","Whse_J","Category_011","2013/12/24",4
"16766","Product_0410","Whse_J","Category_019","2014/3/19",8
"16767","Product_1286","Whse_J","Category_019","2013/2/18",300
"16768","Product_0232","Whse_J","Category_007","2012/9/12",5
"16769","Product_0564","Whse_J","Category_015","2014/5/2",60
"16770","Product_0620","Whse_J","Category_001","2015/11/5",0
"16771","Product_1526","Whse_J","Category_019","2015/4/6",2000
"16772","Product_0497","Whse_J","Category_015","2012/2/23",4
"16773","Product_0620","Whse_J","Category_001","2015/5/11",1
"16774","Product_0626","Whse_J","Category_001","2015/3/27",2
"16775","Product_0407","Whse_J","Category_019","2013/2/21",500
"16776","Product_0344","Whse_J","Category_021","2016/3/1",130
"16777","Product_0175","Whse_J","Category_021","2012/4/19",100
"16778","Product_1360","Whse_J","Category_019","2014/10/28",10000
"16779","Product_1382","Whse_J","Category_019","2016/2/3",5000
"16780","Product_0412","Whse_S","Category_007","2013/8/22",20
"16781","Product_1295","Whse_J","Category_019","2012/6/27",2000
"16782","Product_1378","Whse_J","Category_019","2016/3/9",5000
"16783","Product_1512","Whse_J","Category_019","2012/4/24",1000
"16784","Product_1101","Whse_S","Category_032","2012/12/18",2000
"16785","Product_1402","Whse_A","Category_019","2012/8/28",700
"16786","Product_0980","Whse_J","Category_028","2015/8/20",500
"16787","Product_0672","Whse_J","Category_011","2014/4/28",50
"16788","Product_1683","Whse_J","Category_021","2012/11/20",1
"16789","Product_1383","Whse_J","Category_019","2014/5/12",500
"16790","Product_1384","Whse_A","Category_019","2013/10/28",0
"16791","Product_0047","Whse_J","Category_005","2016/7/25",200
"16792","Product_1295","Whse_J","Category_019","2016/7/21",3000
"16793","Product_1937","Whse_J","Category_001","2015/8/20",4
"16794","Product_1539","Whse_J","Category_019","2015/4/6",450
"16795","Product_0410","Whse_J","Category_019","2015/9/1",17
"16796","Product_0276","Whse_J","Category_021","2014/9/24",20
"16797","Product_0200","Whse_A","Category_007","2013/11/8",50
"16798","Product_1030","Whse_J","Category_028","2012/3/15",100
"16799","Product_1403","Whse_S","Category_019","2016/8/9",25000
"16800","Product_0016","Whse_J","Category_005","2012/10/16",700
"16801","Product_2163","Whse_J","Category_024","2013/5/10",12
"16802","Product_0672","Whse_S","Category_011","2014/8/13",3
"16803","Product_0620","Whse_J","Category_001","2014/2/21",1
"16804","Product_1242","Whse_J","Category_019","2012/9/20",1000
"16805","Product_0285","Whse_J","Category_021","2015/7/29",130
"16806","Product_0572","Whse_J","Category_012","2016/11/30",36
"16807","Product_0254","Whse_J","Category_007","2016/9/27",10
"16808","Product_0603","Whse_J","Category_001","2014/11/21",100
"16809","Product_0479","Whse_J","Category_005","2012/12/12",5300
"16810","Product_1423","Whse_A","Category_019",NA,200
"16811","Product_0020","Whse_J","Category_005","2014/9/10",200
"16812","Product_1394","Whse_S","Category_019","2015/12/1",30000
"16813","Product_1382","Whse_J","Category_019","2016/4/12",20000
"16814","Product_0790","Whse_J","Category_001","2013/6/28",10
"16815","Product_0071","Whse_J","Category_019","2016/9/30",3000
"16816","Product_0677","Whse_J","Category_011","2014/10/3",1000
"16817","Product_0025","Whse_J","Category_005","2016/1/6",100
"16818","Product_1023","Whse_J","Category_007","2015/8/25",100
"16819","Product_1550","Whse_J","Category_019","2012/4/9",50
"16820","Product_1276","Whse_J","Category_019","2014/3/25",1600
"16821","Product_0014","Whse_J","Category_005","2012/5/11",1000
"16822","Product_1744","Whse_S","Category_030","2015/3/5",7000
"16823","Product_0504","Whse_J","Category_015","2012/9/18",2
"16824","Product_1902","Whse_S","Category_019","2016/9/22",2000
"16825","Product_2001","Whse_J","Category_005","2012/9/18",100
"16826","Product_1816","Whse_A","Category_031","2015/3/12",2
"16827","Product_1887","Whse_J","Category_007","2015/2/19",200
"16828","Product_2027","Whse_J","Category_005","2015/11/26",100
"16829","Product_0033","Whse_J","Category_005","2012/10/31",2000
"16830","Product_1469","Whse_J","Category_019","2012/6/5",3000
"16831","Product_1049","Whse_J","Category_032","2015/4/17",42
"16832","Product_0718","Whse_J","Category_001","2015/2/9",10
"16833","Product_1305","Whse_J","Category_019","2012/10/5",100
"16834","Product_1241","Whse_S","Category_019","2012/6/29",100000
"16835","Product_1598","Whse_S","Category_030","2013/11/25",1000
"16836","Product_0308","Whse_J","Category_024","2016/9/27",14
"16837","Product_1877","Whse_J","Category_001","2015/4/6",3
"16838","Product_0831","Whse_J","Category_019","2012/11/2",8000
"16839","Product_2170","Whse_C","Category_024","2016/2/22",2
"16840","Product_1770","Whse_J","Category_001","2012/9/3",5
"16841","Product_1753","Whse_J","Category_001","2013/11/12",1
"16842","Product_1359","Whse_J","Category_019","2015/3/4",2000
"16843","Product_1378","Whse_J","Category_019","2012/8/24",1000
"16844","Product_1534","Whse_J","Category_019","2014/12/16",100
"16845","Product_1992","Whse_J","Category_005","2015/5/11",100
"16846","Product_0469","Whse_J","Category_005","2014/2/26",1000
"16847","Product_1480","Whse_S","Category_019","2012/3/19",40000
"16848","Product_1410","Whse_J","Category_019","2014/10/6",5000
"16849","Product_0040","Whse_J","Category_011","2014/8/5",100
"16850","Product_1164","Whse_J","Category_006","2013/8/30",10000
"16851","Product_1452","Whse_J","Category_019","2013/11/20",1000
"16852","Product_2001","Whse_J","Category_005","2013/7/30",600
"16853","Product_0395","Whse_A","Category_007","2016/3/30",20
"16854","Product_1455","Whse_J","Category_019","2012/9/24",1000
"16855","Product_1970","Whse_J","Category_005","2013/4/8",1000
"16856","Product_0200","Whse_A","Category_007","2013/5/10",100
"16857","Product_2137","Whse_S","Category_009","2015/6/18",200
"16858","Product_1620","Whse_J","Category_006","2015/11/11",1
"16859","Product_1198","Whse_J","Category_019","2016/8/4",3000
"16860","Product_0908","Whse_J","Category_023","2014/8/1",100
"16861","Product_1485","Whse_C","Category_019","2016/1/5",6000
"16862","Product_0729","Whse_J","Category_001","2015/5/12",25
"16863","Product_0261","Whse_J","Category_001","2016/8/22",20
"16864","Product_1372","Whse_J","Category_019","2016/12/14",1000
"16865","Product_1387","Whse_J","Category_019","2016/6/28",2000
